loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,inq_last_6mths,pub_rec,total_acc,pub_rec_bankruptcies,issue_year,issue_month
5000,5000,4975,36,8.9,A,4,MORTGAGE,195000,Verified,0,medical,IL,0,0,29,0,11,Sep
4000,4000,4000,36,12.69,B,1,RENT,40000,Not Verified,0,debt_consolidation,GA,3,0,12,0,11,Sep
4000,4000,4000,60,14.27,C,2,MORTGAGE,74004,Verified,0,home_improvement,CA,1,0,20,0,11,Sep
6000,6000,6000,36,10.65,B,1,RENT,45000,Not Verified,0,debt_consolidation,CA,3,0,26,0,11,Sep
24000,24000,23475,36,13.49,C,10+,MORTGAGE,84000,Verified,0,debt_consolidation,CA,0,0,28,0,11,Sep
7700,7700,7700,36,11.71,B,3,MORTGAGE,46000,Source Verified,0,debt_consolidation,NC,1,0,21,0,11,Sep
12025,12025,12000,36,14.27,C,10+,RENT,1782000,Not Verified,0,debt_consolidation,NY,0,0,30,0,11,Sep
5600,5600,5550,36,6.62,A,2,MORTGAGE,70000,Source Verified,0,wedding,NC,1,0,29,0,11,Sep
28000,28000,28000,60,9.91,B,8,MORTGAGE,150000,Verified,0,other,FL,0,0,29,0,11,Sep
20000,20000,20000,36,16.77,D,5,RENT,53000,Verified,1,debt_consolidation,CA,0,0,13,0,11,Sep
25000,25000,24950,60,18.64,E,1,RENT,55000,Verified,1,debt_consolidation,CA,2,0,46,0,11,Sep
5000,5000,4950,36,6.62,A,< 1,MORTGAGE,78000,Verified,0,home_improvement,MA,0,0,25,0,11,Sep
6000,6000,5750,60,14.27,C,3,RENT,69200,Not Verified,0,debt_consolidation,CA,0,0,9,0,11,Sep
14600,14600,14600,36,6.03,A,3,RENT,30000,Verified,0,debt_consolidation,PA,0,0,13,0,11,Sep
7200,7200,7175,36,7.9,A,< 1,MORTGAGE,115000,Not Verified,0,debt_consolidation,TX,0,0,25,0,11,Sep
12600,12600,12325,60,7.9,A,10+,MORTGAGE,75000,Source Verified,0,debt_consolidation,CA,0,0,31,0,11,Sep
12600,12600,12575,60,12.69,B,6,MORTGAGE,72000,Source Verified,0,major_purchase,PA,2,0,62,0,11,Sep
3300,3300,3225,36,7.51,A,10+,MORTGAGE,65000,Verified,0,major_purchase,MA,1,0,21,0,11,Sep
3500,3500,3500,60,12.69,B,9,RENT,68400,Not Verified,0,other,IL,0,0,34,0,11,Sep
6250,6250,6000,36,7.51,A,10+,MORTGAGE,38484,Verified,1,debt_consolidation,AZ,0,0,40,0,11,Sep
13000,9950,9700,60,8.9,A,10+,MORTGAGE,40000,Source Verified,1,debt_consolidation,IL,0,0,33,0,11,Sep
6000,6000,6000,36,10.65,B,< 1,OWN,48000,Source Verified,0,debt_consolidation,FL,0,0,15,0,11,Sep
12000,12000,11950,36,6.03,A,10+,MORTGAGE,99000,Source Verified,0,house,OH,0,0,25,0,11,Sep
6800,6800,6800,36,6.03,A,10+,MORTGAGE,45000,Source Verified,0,debt_consolidation,MO,0,0,25,0,11,Sep
14000,14000,14000,60,15.27,C,10+,MORTGAGE,57500,Source Verified,0,debt_consolidation,OR,1,0,30,0,11,Sep
5000,5000,4950,60,14.27,C,10+,MORTGAGE,66996,Verified,0,other,MN,1,0,43,0,11,Sep
9600,9600,9575,60,11.71,B,10+,MORTGAGE,60000,Source Verified,1,major_purchase,PA,4,0,37,0,11,Sep
14400,14400,14150,36,8.9,A,10+,MORTGAGE,218000,Source Verified,0,debt_consolidation,CA,0,0,26,0,11,Sep
2000,2000,2000,60,16.77,D,8,OWN,30000,Not Verified,0,other,MI,8,0,25,0,11,Sep
5000,5000,5000,36,15.27,C,6,RENT,80000,Verified,1,debt_consolidation,CA,2,0,24,0,11,Sep
5000,5000,4925,36,6.03,A,6,MORTGAGE,75000,Not Verified,0,home_improvement,MA,0,0,21,0,11,Sep
8000,8000,8000,36,16.77,D,4,RENT,56400,Verified,0,debt_consolidation,CA,1,0,30,0,11,Sep
6500,6500,6500,36,6.03,A,< 1,MORTGAGE,73000,Verified,0,debt_consolidation,TX,0,0,33,0,11,Sep
5000,5000,5000,36,6.03,A,3,RENT,32000,Not Verified,0,debt_consolidation,CO,0,0,18,0,11,Sep
12000,12000,12000,36,11.71,B,< 1,RENT,65000,Not Verified,0,debt_consolidation,PA,2,0,36,0,11,Sep
4000,4000,3750,36,7.51,A,6,RENT,110000,Not Verified,1,debt_consolidation,CA,0,0,40,0,11,Sep
2000,2000,2000,36,6.03,A,3,MORTGAGE,62000,Source Verified,0,home_improvement,GA,1,0,24,0,11,Sep
1200,1200,1200,36,9.91,B,< 1,RENT,34000,Source Verified,1,moving,CA,0,0,20,0,11,Sep
3000,3000,3000,60,12.42,B,1,OWN,76116,Not Verified,0,car,WI,1,0,32,0,11,Sep
6200,6200,6154.508733,36,8.9,A,< 1,RENT,65000,Source Verified,0,wedding,CA,0,0,7,0,11,Sep
35000,35000,34910.84212,60,21.28,F,10+,MORTGAGE,109000,Source Verified,1,debt_consolidation,LA,1,0,22,0,11,Sep
20000,20000,20000,60,11.71,B,< 1,RENT,81200,Verified,0,major_purchase,NC,1,0,61,0,11,Sep
13000,13000,12700,60,12.42,B,10+,MORTGAGE,85000,Not Verified,0,credit_card,CT,0,0,63,0,11,Sep
3000,3000,2950,36,8.9,A,4,RENT,75000,Verified,0,wedding,PA,1,0,14,0,11,Sep
18000,18000,17725,36,7.9,A,6,RENT,80000,Verified,0,credit_card,MA,0,0,21,0,11,Sep
10000,10000,9975,60,14.27,C,2,OWN,20400,Verified,0,other,AZ,1,0,14,0,11,Sep
2000,2000,1750,36,7.9,A,10+,RENT,65000,Verified,0,vacation,OH,0,0,28,0,11,Sep
12000,12000,12000,60,10.65,B,10+,MORTGAGE,59000,Not Verified,0,home_improvement,MO,2,0,11,0,11,Sep
10000,10000,9925,36,6.62,A,5,MORTGAGE,120000,Not Verified,0,credit_card,CA,0,0,45,0,11,Sep
4800,4800,4500,36,11.71,B,10+,RENT,38000,Source Verified,0,credit_card,CA,0,0,9,0,11,Sep
20500,13725,13725,60,12.69,B,7,RENT,40000,Verified,1,debt_consolidation,CA,0,0,33,0,11,Sep
9300,9300,9300,36,15.99,D,2,RENT,42000,Source Verified,0,debt_consolidation,CA,1,0,5,0,11,Sep
15000,15000,15000,36,7.9,A,5,RENT,37440,Source Verified,0,debt_consolidation,SC,0,0,28,0,11,Sep
5000,5000,4950,36,7.51,A,1,RENT,25000,Not Verified,0,credit_card,AZ,0,0,9,0,11,Sep
2000,2000,2000,36,13.49,C,2,RENT,19200,Source Verified,0,car,CA,0,0,3,0,11,Sep
10800,10800,10800,60,19.42,E,6,OWN,65000,Source Verified,0,debt_consolidation,MT,0,0,9,0,11,Sep
14000,14000,13750,36,12.42,B,4,MORTGAGE,72000,Verified,0,debt_consolidation,LA,0,1,19,1,11,Sep
12625,12625,12625,36,7.9,A,1,MORTGAGE,55000,Source Verified,1,debt_consolidation,NM,0,0,30,0,11,Sep
5000,5000,5000,36,13.49,C,2,RENT,30000,Verified,0,debt_consolidation,TX,0,0,10,0,11,Sep
13800,13800,13800,60,22.06,F,3,RENT,48000,Source Verified,0,other,TX,0,0,6,0,11,Sep
5000,5000,4975,36,12.69,B,10+,RENT,43200,Not Verified,0,major_purchase,CA,3,0,15,0,11,Sep
35000,24425,24246.21438,60,19.42,E,< 1,MORTGAGE,120000,Source Verified,0,debt_consolidation,UT,1,0,31,0,11,Sep
10000,10000,9500,36,11.71,B,10+,RENT,74000,Verified,0,car,NY,0,1,5,1,11,Sep
7300,7300,7300,36,7.51,A,10+,MORTGAGE,42000,Source Verified,0,other,TX,2,0,26,0,11,Sep
18000,18000,18000,36,7.9,A,2,MORTGAGE,130000,Source Verified,0,debt_consolidation,AL,0,0,40,0,11,Sep
10000,10000,9425,36,9.91,B,10+,MORTGAGE,120000,Verified,0,debt_consolidation,CA,0,0,23,0,11,Sep
4000,4000,3975,36,10.65,B,2,RENT,20000,Not Verified,0,major_purchase,FL,0,0,5,0,11,Sep
22000,22000,21675,36,12.69,B,10+,RENT,82600,Verified,0,debt_consolidation,CO,0,1,19,1,11,Sep
3000,3000,3000,36,15.96,C,10+,MORTGAGE,58000,Not Verified,1,other,CA,1,0,19,0,11,Sep
14400,14400,14400,36,13.49,C,< 1,RENT,48000,Source Verified,0,debt_consolidation,TX,3,0,38,0,11,Sep
3800,3800,3750,36,7.9,A,10+,RENT,26400,Not Verified,0,car,FL,0,0,10,0,11,Sep
2000,2000,1950,36,7.9,A,4,RENT,20400,Not Verified,1,debt_consolidation,MN,0,0,18,0,11,Sep
10000,10000,9975,36,20.89,F,4,RENT,45600,Not Verified,1,debt_consolidation,FL,0,0,6,0,11,Sep
10000,10000,10000,36,12.69,B,1,RENT,50000,Source Verified,0,debt_consolidation,CA,1,0,5,0,11,Sep
12000,12000,11975,36,12.42,B,10+,RENT,90000,Verified,0,debt_consolidation,NY,2,0,20,0,11,Sep
7500,7500,7250,60,9.91,B,6,MORTGAGE,51721,Not Verified,0,car,NY,0,0,38,0,11,Sep
16450,16450,16425,36,10.65,B,< 1,OWN,38400,Verified,1,debt_consolidation,AL,0,0,25,0,11,Sep
8500,8500,8200,36,7.51,A,3,MORTGAGE,78000,Not Verified,0,home_improvement,TX,0,0,21,0,11,Sep
3600,3600,3600,60,16.77,D,10+,MORTGAGE,37000,Source Verified,0,debt_consolidation,DC,2,0,8,0,11,Sep
29800,29800,29775,36,10.65,B,7,OWN,62352,Verified,0,debt_consolidation,NJ,1,0,37,0,11,Sep
10000,10000,9950,36,7.9,A,1,MORTGAGE,62000,Not Verified,0,home_improvement,FL,0,0,41,0,11,Sep
8000,8000,8000,36,6.03,A,1,RENT,76460,Not Verified,0,debt_consolidation,CA,0,0,17,0,11,Sep
5325,5325,5325,36,11.71,B,10+,MORTGAGE,82000,Source Verified,0,home_improvement,NJ,0,0,19,0,11,Sep
7500,7500,7500,36,7.9,A,6,MORTGAGE,45000,Verified,0,home_improvement,CT,3,0,13,0,11,Sep
12000,12000,11950,36,6.62,A,8,MORTGAGE,40000,Not Verified,1,debt_consolidation,NY,1,0,30,0,11,Sep
23000,23000,22975,60,18.25,D,10+,RENT,75000,Verified,0,debt_consolidation,NY,0,0,17,0,11,Sep
5000,5000,4975,36,12.69,B,5,OWN,112732,Not Verified,0,other,DC,0,0,27,0,11,Sep
24000,19850,19825,60,16.77,D,< 1,MORTGAGE,74000,Verified,0,debt_consolidation,MO,1,0,30,0,11,Sep
25000,25000,24950,60,12.42,B,10+,MORTGAGE,50000,Verified,0,debt_consolidation,WI,4,0,15,0,11,Sep
3000,3000,3000,36,13.49,C,10+,RENT,60000,Not Verified,0,other,CA,0,0,17,0,11,Sep
20000,20000,19975,60,18.25,D,2,RENT,77004,Verified,1,debt_consolidation,GA,2,0,19,0,11,Sep
5000,5000,5000,36,6.03,A,10+,MORTGAGE,62000,Verified,0,credit_card,VA,0,0,53,0,11,Sep
30000,30000,29450,36,11.71,B,10+,MORTGAGE,200100,Verified,0,debt_consolidation,DC,0,0,25,0,11,Sep
12000,12000,12000,60,18.64,E,10+,MORTGAGE,47900,Verified,1,credit_card,OR,2,1,23,1,11,Sep
4000,4000,4000,36,10.65,B,8,MORTGAGE,120000,Not Verified,0,home_improvement,TX,2,0,49,0,11,Sep
12000,12000,11750,36,9.91,B,3,RENT,100000,Source Verified,0,wedding,IL,0,0,16,0,11,Sep
1800,1800,1800,36,12.42,B,10+,MORTGAGE,57600,Source Verified,0,home_improvement,CA,1,0,34,0,11,Sep
16500,16500,16475,60,14.65,C,10+,OWN,110000,Source Verified,0,car,TX,2,0,9,0,11,Sep
4000,4000,3950,60,13.49,C,7,RENT,65000,Verified,0,small_business,CA,0,0,13,0,11,Sep
35000,24975,24719.6635,60,13.49,C,2,MORTGAGE,110000,Verified,0,debt_consolidation,NJ,2,0,63,0,11,Sep
10000,10000,9925,36,6.03,A,< 1,MORTGAGE,64500,Source Verified,0,home_improvement,PA,0,0,19,0,11,Sep
18000,18000,17975,60,10.65,B,3,RENT,78000,Not Verified,1,moving,MA,0,0,34,0,11,Sep
6800,6800,6800,60,13.49,C,< 1,RENT,30000,Source Verified,0,debt_consolidation,NY,1,0,20,0,11,Sep
7400,7400,7375,36,6.03,A,< 1,RENT,140000,Source Verified,0,moving,CA,0,0,19,0,11,Sep
12000,12000,12000,60,13.49,C,< 1,RENT,34560,Source Verified,1,debt_consolidation,OR,0,1,10,1,11,Sep
2000,2000,2000,36,10.65,B,10+,RENT,48000,Not Verified,0,major_purchase,LA,2,0,10,0,11,Sep
5825,5825,5825,36,14.27,C,5,RENT,26000,Source Verified,0,debt_consolidation,TX,2,0,8,0,11,Sep
8400,8400,8400,36,7.9,A,1,RENT,45000,Not Verified,0,debt_consolidation,NY,1,0,26,0,11,Sep
35000,18225,17733.41715,60,16.49,D,10+,MORTGAGE,82000,Verified,0,credit_card,LA,0,0,31,0,11,Sep
15000,12925,12900,60,18.25,D,2,MORTGAGE,43000,Source Verified,1,debt_consolidation,NC,0,0,17,0,11,Sep
16000,16000,16000,36,13.49,C,1,MORTGAGE,68000,Not Verified,0,debt_consolidation,NJ,1,0,33,0,11,Sep
16500,16500,16500,36,7.9,A,4,RENT,47000,Source Verified,0,debt_consolidation,NY,0,0,12,0,11,Sep
35000,35000,34975,36,17.58,D,< 1,MORTGAGE,116000,Verified,0,debt_consolidation,CA,0,0,44,0,11,Sep
8000,8000,8000,36,13.49,C,2,RENT,75000,Source Verified,0,debt_consolidation,DC,3,0,43,0,11,Sep
30000,20275,20275,60,14.27,C,10+,MORTGAGE,270000,Verified,0,home_improvement,CA,1,0,29,0,11,Sep
12150,12150,12150,36,6.62,A,8,OWN,32000,Not Verified,0,debt_consolidation,NJ,0,0,34,0,11,Sep
7200,7200,7150,36,7.51,A,3,OWN,24000,Not Verified,0,credit_card,IL,0,0,10,0,11,Sep
5500,5500,5500,36,13.49,C,7,MORTGAGE,85000,Not Verified,0,credit_card,SD,2,0,13,0,11,Sep
25000,25000,24975,60,14.27,C,10+,MORTGAGE,108000,Verified,0,debt_consolidation,CA,2,0,41,0,11,Sep
14000,14000,14000,60,19.42,E,10+,MORTGAGE,165000,Verified,0,home_improvement,TX,2,0,19,0,11,Sep
7450,7450,7450,36,11.71,B,< 1,MORTGAGE,114996,Source Verified,0,debt_consolidation,CA,0,0,22,0,11,Sep
14000,14000,13950,36,12.69,B,< 1,RENT,95000,Verified,0,debt_consolidation,DC,0,0,5,0,11,Sep
9950,9950,9900,60,10.65,B,10+,RENT,88771,Verified,0,other,GA,0,0,15,0,11,Sep
11200,11200,11200,36,16.77,D,5,RENT,42000,Source Verified,0,debt_consolidation,OH,1,0,13,0,11,Sep
15000,15000,14725,60,14.27,C,4,MORTGAGE,200000,Verified,0,debt_consolidation,TX,0,0,36,0,11,Sep
6500,6500,6500,36,7.51,A,< 1,RENT,123000,Verified,0,debt_consolidation,CA,0,0,23,0,11,Sep
15000,15000,14700,60,7.9,A,10+,MORTGAGE,75000,Not Verified,0,debt_consolidation,NY,0,0,26,0,11,Sep
15000,15000,15000,60,17.58,D,4,RENT,60000,Source Verified,0,debt_consolidation,CT,0,1,27,0,11,Sep
2400,2400,2400,36,10.65,B,2,RENT,18000,Source Verified,0,renewable_energy,MO,2,0,5,0,11,Sep
30000,20900,20625,60,9.91,B,10+,MORTGAGE,85000,Verified,0,debt_consolidation,TX,0,0,33,0,11,Sep
5000,5000,5000,36,7.51,A,2,MORTGAGE,43200,Not Verified,0,other,MO,4,0,34,0,11,Sep
12375,12375,12325,36,9.91,B,8,MORTGAGE,55000,Verified,0,debt_consolidation,OR,1,0,37,0,11,Sep
14650,14650,14650,60,15.27,C,5,MORTGAGE,150000,Not Verified,0,debt_consolidation,GA,1,0,29,0,11,Sep
6000,6000,6000,36,15.27,C,2,OWN,21000,Source Verified,0,major_purchase,FL,2,0,4,0,11,Sep
15875,15875,15600,36,7.9,A,10+,MORTGAGE,53000,Not Verified,0,credit_card,AZ,0,0,36,0,11,Sep
20000,20000,19950,36,8.9,A,10+,MORTGAGE,80000,Verified,0,debt_consolidation,IL,4,0,20,0,11,Sep
35000,35000,34800.32532,60,22.06,F,10+,MORTGAGE,75000,Verified,1,debt_consolidation,OH,2,1,23,1,11,Sep
4750,4750,4750,36,15.27,C,7,MORTGAGE,55500,Not Verified,1,debt_consolidation,VA,1,1,26,0,11,Sep
13000,13000,12725,60,10.65,B,10+,OWN,60000,Source Verified,0,debt_consolidation,MA,0,0,16,0,11,Sep
7000,7000,7000,36,20.89,F,1,RENT,60000,Verified,0,debt_consolidation,NM,1,0,5,0,11,Sep
11200,11200,11200,36,6.62,A,6,RENT,61200,Verified,0,credit_card,NY,0,0,24,0,11,Sep
16000,16000,15750,36,10.65,B,10+,MORTGAGE,70000,Source Verified,0,credit_card,CA,0,0,19,0,11,Sep
1750,1750,1750,36,10.65,B,2,MORTGAGE,78000,Not Verified,0,car,CA,6,0,18,0,11,Sep
4500,4500,4500,36,14.65,C,4,MORTGAGE,75000,Not Verified,1,debt_consolidation,CA,2,0,40,0,11,Sep
20375,20375,20325,60,20.3,E,10+,MORTGAGE,82000,Verified,0,debt_consolidation,WA,0,0,22,0,11,Sep
3600,3600,3600,36,16.77,D,4,RENT,54804,Not Verified,0,house,WA,3,0,9,0,11,Sep
3000,3000,3000,36,19.03,E,3,RENT,24000,Source Verified,1,other,NY,0,0,4,0,11,Sep
35000,26675,26181.23242,60,11.71,B,6,MORTGAGE,100000,Verified,0,house,WA,0,0,18,0,11,Sep
15000,15000,15000,36,15.96,C,10+,MORTGAGE,95000,Verified,0,debt_consolidation,WA,3,1,35,1,11,Sep
15000,15000,14950,60,18.25,D,10+,MORTGAGE,150000,Verified,0,debt_consolidation,MN,0,0,36,0,11,Sep
24000,24000,23265.8589,60,12.69,B,10+,MORTGAGE,160000,Verified,0,debt_consolidation,GA,0,0,34,0,11,Sep
6000,6000,6000,36,6.62,A,3,RENT,40000,Not Verified,0,other,FL,2,0,17,0,11,Sep
6000,6000,6000,36,8.9,A,10+,MORTGAGE,60000,Not Verified,0,other,MI,0,0,22,0,11,Sep
10825,10825,10825,36,10.65,B,4,RENT,35000,Not Verified,0,debt_consolidation,IL,2,0,13,0,11,Sep
8500,8500,8475,36,7.9,A,1,RENT,24000,Source Verified,0,debt_consolidation,NY,0,0,33,0,11,Sep
2000,2000,2000,36,12.42,B,< 1,RENT,30000,Source Verified,0,car,CA,1,0,28,0,11,Sep
16000,16000,15725,60,11.71,B,10+,MORTGAGE,73000,Not Verified,0,home_improvement,MD,0,0,23,0,11,Sep
1000,1000,1000,36,6.62,A,4,MORTGAGE,30000,Verified,1,debt_consolidation,NC,0,0,13,0,11,Sep
13000,13000,12925,36,6.03,A,1,MORTGAGE,94000,Not Verified,0,debt_consolidation,WI,0,0,32,0,11,Sep
2000,2000,2000,36,10.65,B,< 1,RENT,69996,Not Verified,0,debt_consolidation,CA,0,0,40,0,11,Sep
9000,9000,8975,36,7.9,A,2,MORTGAGE,61200,Not Verified,0,debt_consolidation,FL,1,1,26,1,11,Sep
10000,10000,10000,36,6.62,A,3,RENT,100000,Verified,0,vacation,WA,1,0,12,0,11,Sep
15000,15000,15000,36,6.62,A,3,OWN,30000,Not Verified,0,home_improvement,CA,0,0,22,0,11,Sep
5600,5600,5600,36,15.96,C,10+,RENT,41000,Not Verified,0,debt_consolidation,UT,2,1,24,1,11,Sep
22000,22000,20500,60,10.65,B,6,OWN,38000,Verified,0,major_purchase,FL,0,0,7,0,11,Sep
30000,30000,29794.66355,60,13.49,C,10+,MORTGAGE,58000,Source Verified,0,debt_consolidation,TX,1,0,28,0,11,Sep
4500,4500,4475,36,6.62,A,4,RENT,70000,Not Verified,0,credit_card,NJ,0,0,24,0,11,Sep
11900,11900,11600,60,10.65,B,9,OWN,199992,Not Verified,0,car,VA,0,0,37,0,11,Sep
11425,11425,11425,36,7.51,A,7,RENT,52500,Not Verified,0,debt_consolidation,CA,0,0,11,0,11,Sep
10000,10000,10000,60,15.96,C,1,MORTGAGE,114996,Source Verified,0,debt_consolidation,VA,1,0,32,0,11,Sep
19750,19750,19541.15547,60,18.25,D,10+,RENT,40000,Verified,0,debt_consolidation,VA,0,0,14,0,11,Sep
7000,7000,6750,36,8.9,A,4,MORTGAGE,100000,Not Verified,0,debt_consolidation,CA,0,0,21,0,11,Sep
35000,35000,34539.32953,60,13.49,C,10+,RENT,62000,Verified,0,debt_consolidation,CA,1,0,16,0,11,Sep
10000,10000,10000,36,14.65,C,10+,MORTGAGE,97000,Verified,0,major_purchase,OH,1,0,33,0,11,Sep
7000,7000,7000,36,9.91,B,10+,MORTGAGE,53796,Not Verified,0,other,TX,3,0,20,0,11,Sep
4200,4200,3925,36,8.9,A,4,RENT,31200,Not Verified,0,debt_consolidation,CA,0,0,15,0,11,Sep
22000,22000,21700,36,10.65,B,7,MORTGAGE,80000,Verified,0,debt_consolidation,FL,0,0,22,0,11,Sep
8500,8500,8500,36,15.96,C,1,MORTGAGE,78000,Verified,1,debt_consolidation,VA,1,1,10,1,11,Sep
4375,4375,4325,36,6.62,A,8,MORTGAGE,30000,Not Verified,0,credit_card,FL,2,0,36,0,11,Sep
1000,1000,1000,36,15.27,C,10+,MORTGAGE,32352,Source Verified,1,other,CA,3,1,18,1,11,Sep
20000,20000,19975,60,14.65,C,1,MORTGAGE,61000,Verified,0,debt_consolidation,SC,3,0,59,0,11,Sep
1400,1400,1400,36,6.03,A,2,MORTGAGE,30000,Source Verified,0,renewable_energy,TX,0,0,20,0,11,Sep
24700,24700,24488.2496,60,17.58,D,10+,MORTGAGE,63000,Verified,0,debt_consolidation,GA,1,0,30,0,11,Sep
15000,15000,15000,36,17.58,D,10+,MORTGAGE,204000,Verified,0,debt_consolidation,NY,2,0,48,0,11,Sep
35000,35000,34774.8417,60,15.96,C,7,RENT,120000,Source Verified,0,debt_consolidation,AR,6,0,26,0,11,Sep
35000,35000,33514.50485,60,11.49,B,5,MORTGAGE,66000,Verified,1,small_business,CA,0,0,31,0,11,Sep
13600,13600,13575,36,12.42,B,10+,MORTGAGE,91000,Source Verified,1,debt_consolidation,CA,0,0,17,0,11,Sep
4000,4000,4000,36,19.03,E,6,RENT,19200,Verified,0,other,CA,0,0,3,0,11,Sep
13000,13000,12950,36,9.91,B,4,RENT,38400,Not Verified,0,debt_consolidation,CA,0,0,8,0,11,Sep
16425,16425,16150,36,7.9,A,10+,MORTGAGE,79536,Source Verified,0,debt_consolidation,CA,0,0,27,0,11,Sep
7000,7000,7000,36,10.65,B,2,MORTGAGE,90000,Not Verified,0,home_improvement,TX,1,0,16,0,11,Sep
32000,32000,31890.97334,60,23.52,G,10+,MORTGAGE,80000,Verified,0,debt_consolidation,GA,0,0,30,0,11,Sep
15000,15000,15000,36,15.96,C,10+,MORTGAGE,59800,Verified,0,credit_card,OR,3,1,23,1,11,Sep
10000,10000,9975,36,7.51,A,6,MORTGAGE,30000,Source Verified,0,debt_consolidation,FL,1,0,16,0,11,Sep
6000,6000,6000,36,11.71,B,2,RENT,66000,Source Verified,0,debt_consolidation,FL,2,0,10,0,11,Sep
4000,4000,4000,36,6.62,A,10+,RENT,47088,Source Verified,0,car,PA,0,0,38,0,11,Sep
9800,9800,9750,36,6.62,A,6,MORTGAGE,72000,Source Verified,0,car,NC,0,0,24,0,11,Sep
2500,2500,2500,36,16.29,D,2,RENT,22200,Not Verified,0,car,TX,1,0,5,0,11,Sep
25000,25000,24790.86053,60,12.69,B,10+,MORTGAGE,44828,Source Verified,1,debt_consolidation,MO,0,0,15,0,11,Sep
25200,25200,24749.9196,60,20.3,E,4,MORTGAGE,86000,Verified,1,debt_consolidation,PA,0,1,30,0,11,Sep
7200,7200,7200,36,12.69,B,3,RENT,52000,Not Verified,0,credit_card,MA,1,0,8,0,11,Sep
20000,20000,20000,36,6.62,A,10+,OWN,153936,Verified,0,other,DE,0,0,37,0,11,Sep
18000,18000,17975,60,23.91,G,< 1,MORTGAGE,165000,Verified,0,home_improvement,NJ,2,0,48,0,11,Sep
4000,4000,3750,36,9.91,B,6,RENT,51600,Not Verified,0,car,CA,0,0,7,0,11,Sep
30000,30000,30000,36,18.64,E,10+,MORTGAGE,166000,Verified,0,debt_consolidation,NY,0,0,49,0,11,Sep
35000,35000,35000,36,7.9,A,8,MORTGAGE,85000,Verified,0,debt_consolidation,OK,0,0,29,0,11,Sep
13250,13250,13250,36,7.9,A,< 1,OWN,60000,Source Verified,0,car,CA,0,0,13,0,11,Sep
6000,6000,5975,36,8.9,A,5,MORTGAGE,53808,Not Verified,0,debt_consolidation,OR,1,0,15,0,11,Sep
10000,10000,9750,36,9.91,B,6,MORTGAGE,40000,Source Verified,0,debt_consolidation,GA,0,0,10,0,11,Sep
14500,14500,13000,60,11.71,B,< 1,RENT,75000,Source Verified,0,debt_consolidation,DC,1,0,17,0,11,Sep
30000,30000,28830.75975,60,23.13,G,5,RENT,142000,Verified,0,debt_consolidation,CT,0,0,11,0,11,Sep
7500,7500,7500,36,7.51,A,< 1,RENT,95000,Source Verified,0,wedding,CA,0,0,7,0,11,Sep
9600,9600,9600,36,16.29,D,5,RENT,48000,Source Verified,0,debt_consolidation,IL,2,0,32,0,11,Sep
2800,2800,2800,36,6.03,A,3,MORTGAGE,53000,Verified,0,car,NY,0,0,27,0,11,Sep
35000,35000,34950,36,15.96,C,8,MORTGAGE,150000,Verified,0,debt_consolidation,PA,2,0,34,0,11,Sep
9400,9400,9375,60,10.65,B,10+,MORTGAGE,95000,Source Verified,0,small_business,NJ,0,0,20,0,11,Sep
5200,5200,5200,36,6.62,A,2,RENT,40000,Not Verified,0,credit_card,GA,0,0,14,0,11,Sep
12800,12800,12750,36,6.62,A,3,MORTGAGE,72000,Source Verified,0,small_business,OH,3,0,42,0,11,Sep
1700,1700,1700,36,16.77,D,4,MORTGAGE,67836,Not Verified,0,home_improvement,OK,2,0,19,0,11,Sep
8000,8000,7725,36,7.51,A,10+,MORTGAGE,51000,Source Verified,0,debt_consolidation,CA,0,0,32,0,11,Sep
10300,10300,10250,36,9.91,B,10+,RENT,165000,Source Verified,0,credit_card,TX,0,0,44,0,11,Sep
13125,13125,12875,60,14.27,C,4,RENT,100000,Source Verified,0,major_purchase,MA,0,0,14,0,11,Sep
20000,20000,19725,36,7.9,A,4,RENT,80000,Verified,0,debt_consolidation,CO,0,0,16,0,11,Sep
12900,12900,12850,60,22.74,G,4,MORTGAGE,72000,Verified,1,debt_consolidation,VA,3,0,23,0,11,Sep
6125,6125,6125,36,14.65,C,10+,OWN,66000,Source Verified,0,debt_consolidation,TX,2,0,17,0,11,Sep
26850,21600,21065.85965,60,12.69,B,10+,MORTGAGE,70099,Verified,1,credit_card,CO,0,0,59,0,11,Sep
5000,5000,4925,36,6.03,A,< 1,MORTGAGE,110000,Not Verified,0,home_improvement,FL,0,0,22,0,11,Sep
5000,5000,5000,36,14.27,C,10+,OWN,115000,Source Verified,0,home_improvement,FL,0,0,52,0,11,Sep
3800,3800,3800,60,12.42,B,3,MORTGAGE,154008,Verified,0,other,TX,0,0,44,0,11,Sep
20000,20000,18425,60,15.27,C,10+,RENT,102000,Verified,0,debt_consolidation,CT,1,0,19,0,11,Sep
5000,5000,5000,36,12.69,B,10+,RENT,108000,Not Verified,0,credit_card,NY,1,1,16,1,11,Sep
6000,6000,5950,36,6.03,A,1,RENT,75000,Verified,0,debt_consolidation,NY,0,0,33,0,11,Sep
24000,24000,23269.66355,60,13.49,C,10+,RENT,124704,Verified,0,debt_consolidation,MA,0,0,8,0,11,Sep
